PID;ExterCond;ExterQual;HeatingQC;KitchenQual;MSZoning;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;Foundation;Heating;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;Kitchen;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;Fence;MSSubClass;GrLivArea;FullBath;HalfBath;Bedroom;SaleType;SaleCondition;SalePrice;MoSold;YrSold;GarageCond;GarageType;GarageYrBlt;GarageCars;GarageQual;GarageFinish;GarageArea;BsmtUnfSF;BsmtCond;BsmtHalfBath;BsmtFinType1;BsmtFinType2;TotalBsmtSF;BsmtExposure;BsmtFullBath;BsmtQual;BsmtFinSF2;BsmtFinSF1;MiscFeature;MiscVal;PoolQC;PoolArea;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd
527252090;3;2;1;2;6;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;230;PConc ;GasA ;Y;SBrkr;1714;0;0;1;7;Typ ;1;Gd;Y;156;55;0;0;0;NA   ;120;1714,0;2.0;0.0;2.0;WD   ;Normal ;318000;8;2006;TA;Attchd;2005;2;TA;Fin;517;523;TA;0;GLQ;Unf;1714;Gd;1;Ex;0;1191;NA;;NA;;60;8147;Pave;NA  ;Regular             ;HLS;AllPub;Inside ;Gtl;Stone Brook        ;Norm                          ;Normal;TwnhsE;1Story;9;5;2005;2005
527254020;3;2;1;2;6;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;464;PConc ;GasA ;Y;SBrkr;2046;0;0;1;7;Typ ;1;Gd;Y;322;82;0;0;0;NA   ;20;2046,0;2.0;1.0;3.0;New  ;Partial;372500;7;2009;TA;Attchd;2008;3;TA;Fin;834;2046;TA;0;Unf;Unf;2046;Mn;0;Ex;0;0;NA;;NA;;80;11844;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Stone Brook        ;Norm                          ;Normal;1Fam  ;1Story;8;5;2008;2008
527254070;3;2;1;2;6;Gable  ;CompShg;VinylSd;Other  ;BrkFace;238;PConc ;GasA ;Y;SBrkr;1826;0;0;1;7;Typ ;1;TA;Y;180;75;0;0;120;NA   ;20;1826,0;2.0;0.0;3.0;New  ;Partial;319000;8;2006;TA;Attchd;2005;3;TA;Fin;758;392;TA;0;GLQ;Unf;1814;Gd;1;Gd;0;1422;NA;;NA;;69;11302;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Stone Brook        ;Norm                          ;Normal;1Fam  ;1Story;8;5;2005;2006
527256030;3;2;1;2;6;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;945;PConc ;GasA ;Y;SBrkr;2234;0;0;1;7;Typ ;1;Gd;Y;390;80;0;0;0;NA   ;20;2234,0;1.0;1.0;1.0;WD   ;Normal ;441929;1;2007;TA;Attchd;2006;2;TA;RFn;724;662;Gd;0;GLQ;Unf;2220;Gd;1;Ex;0;1558;NA;;NA;;85;14082;Pave;NA  ;Slightly irregular  ;HLS;AllPub;Inside ;Gtl;Stone Brook        ;Norm                          ;Normal;1Fam  ;1Story;8;5;2006;2006
527256040;3;1;1;1;6;Hip    ;CompShg;CemntBd;CmentBd;BrkFace;250;PConc ;GasA ;Y;SBrkr;2042;0;0;1;8;Typ ;1;Gd;Y;240;52;0;0;174;NA   ;20;2042,0;2.0;0.0;3.0;New  ;Partial;455000;10;2007;TA;Attchd;2007;3;TA;Fin;724;590;TA;0;GLQ;Unf;1742;Gd;1;Ex;0;1152;NA;;NA;;81;13870;Pave;NA  ;Slightly irregular  ;HLS;AllPub;Inside ;Gtl;Stone Brook        ;PosA                          ;PosA  ;1Fam  ;1Story;10;5;2006;2007
527256120;3;1;1;1;6;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;420;PConc ;GasA ;Y;SBrkr;2000;0;0;1;8;Typ ;2;Gd;Y;351;102;0;0;123;NA   ;20;2000,0;2.0;1.0;3.0;WD   ;Normal ;470000;9;2006;TA;Attchd;2005;3;TA;Unf;722;494;TA;0;GLQ;Unf;1910;Gd;1;Ex;0;1416;NA;;NA;;90;18261;Pave;NA  ;Slightly irregular  ;HLS;AllPub;Inside ;Gtl;Stone Brook        ;Norm                          ;Normal;1Fam  ;1Story;9;5;2005;2005
527258010;3;2;1;1;6;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;350;PConc ;GasA ;Y;SBrkr;1856;0;0;1;8;Typ ;1;Ex;Y;113;0;0;0;0;NA   ;20;1856,0;1.0;1.0;1.0;New  ;Partial;394432;6;2010;TA;Attchd;2010;3;TA;Fin;834;411;TA;0;GLQ;Unf;1856;Av;1;Ex;0;1445;NA;;NA;;88;11394;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Stone Brook        ;Norm                          ;Normal;1Fam  ;1Story;9;2;2010;2010
527258020;3;2;1;2;6;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;16;PConc ;GasA ;Y;SBrkr;1530;0;0;1;7;Typ ;1;Gd;Y;168;36;0;0;0;NA   ;20;1530,0;2.0;0.0;3.0;WD   ;Normal ;260000;6;2009;TA;Attchd;2005;2;TA;Fin;430;256;TA;0;ALQ;Unf;1530;Av;1;Ex;0;1274;NA;;NA;;124;16158;Pave;NA  ;Slightly irregular  ;Low;AllPub;Inside ;Mod;Stone Brook        ;Norm                          ;Normal;1Fam  ;1Story;7;5;2005;2005
527276040;3;3;2;3;6;Hip    ;CompShg;AsbShng;AsbShng;BrkFace;44;CBlock;GasA ;Y;SBrkr;1488;0;0;1;6;Typ ;1;TA;Y;0;0;180;0;0;NA   ;20;1488,0;2.0;1.0;3.0;WD   ;Family ;133000;7;2008;TA;Attchd;1950;2;TA;RFn;738;1488;TA;0;Unf;Unf;1488;No;0;TA;0;0;NA;;NA;;;47280;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Gilbert            ;Norm                          ;Normal;1Fam  ;1Story;6;5;1950;1950
527276150;3;3;1;3;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;864,0;1.0;0.0;2.0;WD   ;Normal ;141000;6;2010;TA;Detchd;1951;2;TA;Unf;400;744;TA;0;LwQ;Unf;864;No;0;TA;0;120;NA;;NA;;140;19138;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Gilbert            ;Norm                          ;Normal;1Fam  ;1Story;4;5;1951;1951
527276160;3;3;1;3;6;Gable  ;CompShg;HdBoard;Wd Sdng;BrkFace;157;PConc ;GasA ;Y;SBrkr;946;988;0;1;6;Typ ;1;TA;P;0;176;0;0;200;NA   ;60;1934,0;2.0;1.0;3.0;WD   ;Normal ;185000;7;2009;TA;Attchd;1977;2;TA;Unf;567;722;TA;0;ALQ;Unf;1122;No;1;Gd;0;400;NA;;NA;;85;11900;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Gilbert            ;Norm                          ;Normal;1Fam  ;2Story;5;6;1977;1977
527301010;3;2;1;2;6;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1621;0;0;1;8;Typ ;0;NA;Y;108;45;0;0;0;NA   ;20;1621,0;2.0;0.0;3.0;WD   ;Normal ;202500;5;2006;TA;Attchd;1984;2;TA;RFn;440;995;TA;0;ALQ;Unf;1208;Mn;1;Gd;0;213;Shed;400;NA;;91;14145;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;7;7;1984;1998
527301080;2;2;1;2;6;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;310;CBlock;GasA ;Y;SBrkr;1440;0;0;1;7;Typ ;1;TA;Y;0;0;99;0;0;NA   ;20;1440,0;2.0;0.0;3.0;WD   ;Normal ;182900;4;2007;TA;Attchd;1981;2;TA;Fin;467;762;TA;0;BLQ;Unf;1440;No;0;Gd;0;678;NA;;NA;;;12546;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;7;1981;1981
527301170;2;3;2;3;6;Gable  ;CompShg;Plywood;Plywood;BrkFace;123;CBlock;GasA ;Y;SBrkr;1236;857;0;1;7;Typ ;1;TA;Y;364;63;0;0;0;MnPrv;60;2093,0;2.0;1.0;3.0;WD   ;Normal ;215000;11;2008;TA;Attchd;1986;2;TA;Fin;542;791;TA;0;Unf;Unf;791;No;0;Gd;0;0;NA;;NA;;46;20544;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;2Story;7;6;1986;1991
527301245;3;2;1;1;6;Gable  ;CompShg;Plywood;Wd Sdng;BrkFace;102;CBlock;GasA ;Y;SBrkr;1688;0;0;1;6;Typ ;1;Ex;Y;0;48;0;0;141;NA   ;20;1688,0;2.0;0.0;2.0;WD   ;Normal ;226500;6;2008;TA;Attchd;1988;2;TA;RFn;528;692;Gd;0;GLQ;Unf;1675;Mn;1;Gd;0;983;NA;;NA;;63;12680;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;7;6;1988;1988
527301280;3;3;3;3;6;Hip    ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1284;0;0;1;5;Typ ;0;NA;Y;0;0;192;0;0;NA   ;20;1284,0;2.0;0.0;3.0;COD  ;Abnorml;174000;4;2007;TA;Attchd;1984;2;TA;Unf;480;1028;TA;0;GLQ;Unf;1284;No;1;Gd;0;256;NA;;NA;;;10960;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;5;1984;1984
527301320;3;2;3;1;6;Gable  ;CompShg;CemntBd;CmentBd;BrkFace;278;CBlock;GasA ;Y;SBrkr;1153;1200;0;1;10;Typ ;1;TA;Y;288;195;0;0;0;GdPrv;60;2353,0;2.0;1.0;4.0;WD   ;Normal ;260000;8;2009;TA;Attchd;1983;2;TA;RFn;484;153;TA;0;GLQ;Unf;845;No;1;Gd;0;692;NA;;NA;;94;13005;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;2Story;7;7;1980;1980
527302020;3;3;1;3;6;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;74;CBlock;GasA ;Y;SBrkr;1140;728;0;1;7;Typ ;1;TA;Y;268;112;0;0;147;NA   ;80;1868,0;3.0;1.0;3.0;WD   ;Abnorml;178000;1;2007;TA;BuiltIn;1984;2;TA;Fin;477;585;TA;0;Unf;Unf;585;No;0;Gd;0;0;NA;;NA;;78;12090;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;SLvl  ;6;7;1984;2003
527302050;2;3;3;2;6;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;210;CBlock;GasA ;Y;SBrkr;1422;0;0;1;7;Typ ;1;TA;Y;276;0;0;0;0;GdPrv;20;1422,0;2.0;0.0;3.0;WD   ;Normal ;175500;6;2008;TA;Attchd;1981;2;TA;Fin;576;606;TA;0;GLQ;LwQ;1422;No;0;Gd;228;588;NA;;NA;;78;12090;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;6;1981;1981
527302060;3;2;1;2;6;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;306;CBlock;GasA ;Y;SBrkr;725;754;0;1;6;Typ ;1;TA;Y;167;72;0;0;0;NA   ;60;1479,0;2.0;1.0;3.0;WD   ;Normal ;176000;3;2007;TA;Attchd;1981;2;TA;RFn;484;404;TA;0;ALQ;Unf;725;No;0;Gd;0;321;NA;;NA;;78;12090;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;2Story;7;7;1981;2003
527302070;3;2;3;3;6;Gable  ;CompShg;WdShing;Plywood;BrkFace;174;CBlock;GasA ;Y;SBrkr;1260;0;0;1;6;Typ ;0;NA;Y;152;0;0;0;0;NA   ;20;1260,0;2.0;0.0;3.0;WD   ;Normal ;181900;7;2008;TA;Attchd;1983;2;TA;Unf;598;513;TA;0;GLQ;Unf;1260;Mn;1;Gd;0;747;NA;;NA;;;10825;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;7;7;1983;1983
527302080;2;2;2;2;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;178;PConc ;GasA ;Y;SBrkr;1377;806;0;1;9;Typ ;0;NA;Y;0;0;0;0;0;NA   ;50;2183,0;2.0;1.0;4.0;WD   ;Normal ;229000;2;2006;TA;Attchd;1988;3;TA;Unf;786;0;Gd;0;GLQ;LwQ;1204;No;0;Gd;202;1002;NA;;NA;;;13837;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1.5Fin;7;5;1988;1988
527302090;3;3;3;2;6;Gable  ;CompShg;Plywood;Plywood;Stone  ;67;CBlock;GasA ;Y;SBrkr;1664;0;0;1;7;Typ ;1;TA;Y;0;0;0;0;0;NA   ;20;1664,0;2.0;0.0;3.0;WD   ;Normal ;213000;9;2007;TA;Attchd;1978;2;TA;Fin;663;201;TA;0;GLQ;Unf;1529;No;1;Gd;0;1328;NA;;NA;;93;12299;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;7;6;1978;1985
527302110;3;3;3;3;6;Gable  ;CompShg;Plywood;Plywood;Stone  ;119;CBlock;GasA ;Y;SBrkr;2073;0;0;1;7;Min1;2;TA;Y;349;0;0;0;0;MnPrv;20;2073,0;2.0;0.0;3.0;WD   ;Normal ;210000;2;2010;TA;Attchd;1978;2;TA;Unf;500;589;TA;0;ALQ;Rec;1542;No;1;Gd;163;790;NA;;NA;;85;13175;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;6;1978;1988
527302175;2;3;3;3;6;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1586;0;0;1;7;Typ ;1;TA;Y;192;0;0;0;0;NA   ;20;1586,0;2.0;0.0;3.0;WD   ;Normal ;181000;1;2009;TA;Attchd;1979;2;TA;Unf;435;1362;Fa;0;Unf;Unf;1362;No;0;Gd;0;0;NA;;NA;;48;17043;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;5;1979;1998
527302185;2;2;3;2;6;Hip    ;CompShg;Plywood;Plywood;BrkFace;383;CBlock;GasA ;Y;SBrkr;2064;0;0;1;7;Typ ;2;Fa;Y;200;0;0;0;0;NA   ;20;2064,0;2.0;0.0;3.0;WD   ;Normal ;235000;8;2008;TA;Attchd;1978;2;TA;Fin;550;656;TA;0;GLQ;Rec;2048;No;1;Gd;186;1206;NA;;NA;;56;18559;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;7;5;1978;1978
527302210;3;2;3;2;6;Hip    ;CompShg;Plywood;Plywood;BrkFace;194;CBlock;GasA ;Y;SBrkr;1782;0;0;1;6;Typ ;1;TA;Y;467;0;0;0;0;NA   ;20;1782,0;2.0;0.0;3.0;WD   ;Normal ;220000;3;2008;TA;Attchd;1979;2;TA;Fin;551;469;Fa;1;ALQ;LwQ;1782;No;0;Gd;449;864;NA;;NA;;85;14450;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;7;5;1979;1979
527325070;2;3;3;3;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;424;CBlock;GasA ;Y;SBrkr;1542;1330;0;1;11;Typ ;1;TA;Y;550;282;0;0;0;NA   ;60;2872,0;2.0;1.0;4.0;WD   ;Normal ;272000;7;2008;TA;Attchd;1977;2;TA;Fin;619;434;Gd;0;ALQ;Unf;1330;No;1;Gd;0;896;NA;;NA;;;12227;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Northwest Ames     ;PosN                          ;Normal;1Fam  ;2Story;6;7;1977;1995
527325090;3;3;3;2;6;Hip    ;WdShake;HdBoard;Plywood;BrkFace;549;CBlock;GasA ;Y;SBrkr;1085;845;0;1;9;Typ ;1;TA;Y;192;72;0;0;0;NA   ;60;1930,0;2.0;1.0;4.0;WD   ;Normal ;192000;3;2007;TA;Attchd;1979;2;TA;Fin;481;22;TA;0;ALQ;Unf;780;No;1;Gd;0;758;NA;;NA;;61;11339;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;PosA                          ;Normal;1Fam  ;2Story;7;5;1979;1979
527325110;3;3;3;3;6;Mansard;WdShake;WdShing;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1161;808;0;1;8;Typ ;1;Gd;Y;0;0;0;0;276;NA   ;60;1969,0;2.0;1.0;3.0;WD   ;Normal ;190000;11;2007;TA;Attchd;1977;2;TA;RFn;534;808;TA;0;Unf;Unf;808;No;0;Gd;0;0;NA;;NA;;92;11952;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;PosA                          ;Normal;1Fam  ;2Story;7;6;1977;1977
527325160;3;3;4;2;6;Gable  ;CompShg;Plywood;Plywood;BrkFace;34;CBlock;GasA ;Y;SBrkr;1468;795;0;1;9;Typ ;1;TA;Y;0;250;0;0;0;NA   ;60;2263,0;2.0;1.0;3.0;WD   ;Normal ;235000;3;2006;TA;Attchd;1977;2;TA;Fin;539;0;TA;0;ALQ;Unf;795;No;1;TA;0;795;NA;;NA;;;16659;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Northwest Ames     ;PosA                          ;Normal;1Fam  ;2Story;7;7;1977;1994
527325240;3;3;3;2;6;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;621;PConc ;GasA ;Y;SBrkr;1211;0;0;1;6;Typ ;1;Po;Y;0;0;0;174;0;MnPrv;20;1211,0;2.0;0.0;3.0;WD   ;Normal ;161000;11;2008;TA;Attchd;1976;2;TA;Fin;461;273;TA;0;ALQ;Rec;1211;No;1;Gd;48;890;NA;;NA;;90;13068;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;5;1976;1976
527326040;2;3;3;3;6;Hip    ;CompShg;Plywood;Plywood;BrkFace;209;CBlock;GasA ;Y;SBrkr;1411;0;0;1;6;Typ ;1;TA;Y;192;0;0;0;0;NA   ;20;1411,0;2.0;0.0;3.0;WD   ;Family ;82500;4;2009;TA;Attchd;1977;2;TA;Fin;544;564;TA;0;ALQ;Unf;1386;No;0;TA;0;822;NA;;NA;;85;11900;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;7;5;1977;1977
527326130;3;3;3;1;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1126;0;0;1;6;Typ ;0;NA;Y;180;0;0;0;0;NA   ;20;1126,0;2.0;0.0;3.0;WD   ;Abnorml;175000;3;2008;TA;Attchd;1977;2;TA;RFn;540;266;TA;1;ALQ;LwQ;1126;Av;0;Gd;93;767;NA;;NA;;;15611;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;5;6;1977;1977
527326150;3;2;2;2;6;Gable  ;CompShg;CemntBd;CmentBd;Stone  ;126;CBlock;GasA ;Y;SBrkr;1602;0;0;1;8;Typ ;1;TA;Y;240;0;0;0;0;NA   ;20;1602,0;2.0;0.0;3.0;WD   ;Normal ;215000;6;2009;TA;Attchd;1977;2;TA;Fin;529;356;TA;1;ALQ;Unf;1602;No;0;Gd;0;1246;NA;;NA;;;16635;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;FR2    ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;7;1977;2000
527327050;3;3;3;2;6;Gable  ;CompShg;Plywood;Plywood;BrkFace;298;CBlock;GasA ;Y;SBrkr;1118;912;0;1;8;Typ ;1;TA;Y;0;224;0;0;0;NA   ;60;2030,0;2.0;1.0;4.0;WD   ;Normal ;195000;6;2007;TA;Attchd;1976;2;TA;Fin;551;692;TA;0;LwQ;Unf;848;No;0;TA;0;156;NA;;NA;;;12046;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;2Story;6;6;1976;1976
527327080;3;3;3;3;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;120;PConc ;GasA ;Y;SBrkr;790;784;0;1;6;Typ ;1;TA;Y;306;111;0;0;0;NA   ;60;1574,0;2.0;1.0;3.0;WD   ;Normal ;190000;7;2006;TA;Attchd;1976;2;TA;Fin;566;84;TA;0;GLQ;Unf;796;Mn;1;Gd;0;712;NA;;NA;;;18800;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;FR2    ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;2Story;6;5;1976;1976
527328010;3;3;3;3;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;130;CBlock;GasA ;Y;SBrkr;1102;0;0;1;5;Typ ;1;TA;Y;140;22;0;0;0;NA   ;85;1102,0;1.0;0.0;2.0;WD   ;Normal ;169000;6;2006;TA;Attchd;1980;2;TA;RFn;582;138;TA;0;GLQ;Unf;988;Av;1;Gd;0;850;NA;;NA;;;10464;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;FR3    ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;SFoyer;6;6;1980;1980
527328020;3;3;3;3;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;233;CBlock;GasA ;Y;SBrkr;1032;0;0;1;6;Typ ;1;TA;Y;0;0;0;0;0;MnPrv;80;1032,0;2.0;0.0;3.0;WD   ;Normal ;148000;7;2007;TA;Attchd;1978;2;TA;Unf;564;427;TA;1;ALQ;Unf;1032;Av;0;Gd;0;605;Shed;500;NA;;;10395;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;FR2    ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;SLvl  ;6;6;1978;1978
527328050;3;3;3;2;6;Gable  ;CompShg;Plywood;Plywood;BrkFace;98;CBlock;GasA ;Y;SBrkr;1177;0;0;1;6;Typ ;0;NA;Y;204;103;0;0;0;MnPrv;20;1177,0;2.0;0.0;3.0;WD   ;Normal ;151500;8;2007;TA;Attchd;1984;2;TA;Fin;495;372;TA;0;ALQ;Unf;1153;No;0;Gd;0;781;NA;;NA;;79;11850;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;6;1984;1984
527352150;3;3;3;2;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;256;CBlock;GasA ;Y;SBrkr;1154;896;0;1;8;Typ ;1;TA;Y;192;192;0;0;0;NA   ;60;2050,0;2.0;1.0;4.0;WD   ;Abnorml;154000;5;2009;TA;Attchd;1978;2;TA;RFn;529;832;TA;0;Unf;Unf;832;No;0;Gd;0;0;NA;;NA;;;13250;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;RRNn                          ;Normal;1Fam  ;2Story;7;6;1978;1978
527353020;3;3;3;3;6;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;101;PConc ;GasA ;Y;SBrkr;1671;0;0;1;7;Typ ;1;TA;Y;252;55;0;0;0;NA   ;20;1671,0;2.0;0.0;3.0;WD   ;Normal ;200000;8;2009;TA;Attchd;1978;2;TA;RFn;484;1064;TA;0;LwQ;Unf;1427;No;0;TA;0;363;NA;;NA;;80;10928;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;6;1978;1986
527353060;3;3;3;2;6;Gable  ;CompShg;Plywood;Plywood;BrkFace;229;CBlock;GasA ;Y;SBrkr;1539;1134;0;1;9;Typ ;1;TA;Y;178;84;0;0;0;NA   ;60;2673,0;2.0;1.0;4.0;WD   ;Normal ;249000;8;2009;TA;BuiltIn;1980;2;TA;RFn;441;441;TA;0;ALQ;Unf;1043;No;0;Gd;0;602;NA;;NA;;;12388;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;2Story;7;7;1980;1991
527353080;3;3;3;3;6;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;96;CBlock;GasA ;Y;SBrkr;1040;685;0;1;6;Typ ;1;TA;Y;0;88;216;0;0;NA   ;60;1725,0;2.0;1.0;3.0;WD   ;Normal ;197000;11;2007;TA;Attchd;1979;2;TA;RFn;550;114;TA;0;GLQ;Rec;539;No;0;TA;110;315;NA;;NA;;80;11584;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;SLvl  ;7;6;1979;1979
527354040;3;3;2;3;6;Gable  ;CompShg;Wd Sdng;Wd Sdng;BrkFace;102;CBlock;GasA ;Y;SBrkr;1872;0;0;1;6;Typ ;1;TA;Y;197;39;0;0;0;NA   ;20;1872,0;2.0;0.0;3.0;WD   ;Normal ;241500;6;2006;TA;Attchd;1988;2;TA;Fin;604;916;TA;1;GLQ;Unf;1845;Av;0;Gd;0;929;NA;;NA;;80;10400;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;7;5;1988;1988
527354050;3;3;1;3;6;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;253;CBlock;GasA ;Y;SBrkr;1353;0;0;1;5;Typ ;1;TA;Y;240;141;0;0;0;NA   ;20;1353,0;2.0;0.0;2.0;WD   ;Normal ;192350;8;2007;TA;Attchd;1979;2;TA;RFn;478;356;TA;0;GLQ;Unf;1259;No;1;Gd;0;903;NA;;NA;;80;10400;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;1Story;6;5;1979;1999
527354100;3;3;3;3;6;Gable  ;CompShg;Plywood;Plywood;BrkFace;225;CBlock;GasA ;Y;SBrkr;1472;0;0;1;6;Typ ;2;TA;Y;233;48;0;0;0;NA   ;80;1472,0;2.0;0.0;3.0;WD   ;Normal ;187500;6;2009;TA;Attchd;1980;2;TA;Unf;588;336;TA;0;GLQ;Unf;1372;Av;1;Gd;0;1036;NA;;NA;;;14115;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northwest Ames     ;Norm                          ;Normal;1Fam  ;SLvl  ;7;5;1980;1980
